Factor,Time ,Month ,Plot,Diversity ,Nutrients,Sediment,Treatment ,Cyano,Green Algae,Diatoms
10.B_N0_S0_3,10,June'16,31,B,N0,S0,B_N0_S0,0.1,0.223333333,0.24
10.B_N0_S0_4,10,June'16,34,B,N0,S0,B_N0_S0,0.113333333,0.163333333,0.153333333
10.B_N0_S0_5,10,June'16,E,B,N0,S0,B_N0_S0,0.186666667,0.126666667,0.243333333
10.B_N0_S1_1,10,June'16,17,B,N0,S1,B_N0_S1,0.166666667,0.216666667,0.353333333
10.B_N0_S1_2,10,June'16,18,B,N0,S1,B_N0_S1,0.196666667,0,0.176666667
10.B_N0_S1_3,10,June'16,49,B,N0,S1,B_N0_S1,0.223333333,0.016666667,0.313333333
10.B_N0_S1_4,10,June'16,65,B,N0,S1,B_N0_S1,0.163333333,0,0.223333333
10.B_N0_S1_5,10,June'16,H,B,N0,S1,B_N0_S1,0.063333333,0.04,0.086666667
10.B_N1_S0_1,10,June'16,5,B,N1,S0,B_N1_S0,0.146666667,0.463333333,0.423333333
10.B_N1_S0_2,10,June'16,24,B,N1,S0,B_N1_S0,0.086666667,0.333333333,0.156666667
10.B_N1_S0_3,10,June'16,44,B,N1,S0,B_N1_S0,0.013333333,0.056666667,0.033333333
10.B_N1_S0_4,10,June'16,67,B,N1,S0,B_N1_S0,0.066666667,0.18,0.146666667
10.B_N1_S0_5,10,June'16,J,B,N1,S0,B_N1_S0,0.133333333,0,0.106666667
10.B_N1_S1_1,10,June'16,11,B,N1,S1,B_N1_S1,0.22,0,0.206666667
10.B_N1_S1_2,10,June'16,25,B,N1,S1,B_N1_S1,0.13,0,0.146666667
10.B_N1_S1_3,10,June'16,45,B,N1,S1,B_N1_S1,0.063333333,0,0.046666667
10.B_N1_S1_4,10,June'16,C,B,N1,S1,B_N1_S1,0.116666667,0,0.076666667
10.B_N1_S1_5,10,June'16,M,B,N1,S1,B_N1_S1,0.216666667,0,0.16
10.C_N0_S0_1,10,June'16,2,C,N0,S0,C_N0_S0,0.216666667,0.033333333,0.393333333
10.C_N0_S0_2,10,June'16,3,C,N0,S0,C_N0_S0,0.18,0,0.293333333
10.C_N0_S0_3,10,June'16,15,C,N0,S0,C_N0_S0,0.073333333,0.21,0.216666667
10.C_N0_S0_4,10,June'16,33,C,N0,S0,C_N0_S0,0.246666667,0,0.226666667
10.C_N0_S0_5,10,June'16,59,C,N0,S0,C_N0_S0,0.103333333,0,0.103333333
10.C_N0_S1_1,10,June'16,37,C,N0,S1,C_N0_S1,0.136666667,0.02,0.276666667
10.C_N0_S1_2,10,June'16,46,C,N0,S1,C_N0_S1,0.123333333,0,0.113333333
10.C_N0_S1_3,10,June'16,60,C,N0,S1,C_N0_S1,0.136666667,0.176666667,0.29
10.C_N0_S1_4,10,June'16,A,C,N0,S1,C_N0_S1,0.17,0.76,0.506666667
10.C_N0_S1_5,10,June'16,D,C,N0,S1,C_N0_S1,0.086666667,0,0.12
10.C_N1_S0_1,10,June'16,8,C,N1,S0,C_N1_S0,0.036666667,0.013333333,0.076666667
10.C_N1_S0_2,10,June'16,27,C,N1,S0,C_N1_S0,0.053333333,0,0.063333333
10.C_N1_S0_3,10,June'16,42,C,N1,S0,C_N1_S0,0.136666667,0,0.156666667
10.C_N1_S0_4,10,June'16,63,C,N1,S0,C_N1_S0,0.226666667,0,0.243333333
10.C_N1_S0_5,10,June'16,G,C,N1,S0,C_N1_S0,0.12,0,0.21
10.C_N1_S1_1,10,June'16,10,C,N1,S1,C_N1_S1,0.173333333,0,0.156666667
10.C_N1_S1_2,10,June'16,26,C,N1,S1,C_N1_S1,0.263333333,0.056666667,0.523333333
10.C_N1_S1_3,10,June'16,28,C,N1,S1,C_N1_S1,0.14,0.063333333,0.22
10.C_N1_S1_4,10,June'16,70,C,N1,S1,C_N1_S1,0.123333333,0,0.096666667
10.C_N1_S1_5,10,June'16,L,C,N1,S1,C_N1_S1,0.12,0,0.11
10.D_N0_S0_1,10,June'16,21,D,N0,S0,D_N0_S0,0.24,0,0.48
10.D_N0_S0_2,10,June'16,41,D,N0,S0,D_N0_S0,0.096666667,1.36,0.093333333
10.D_N0_S0_3,10,June'16,52,D,N0,S0,D_N0_S0,0.076666667,1.263333333,0.186666667
10.D_N0_S0_4,10,June'16,58,D,N0,S0,D_N0_S0,0.13,0,0.153333333
10.D_N0_S0_5,10,June'16,68,D,N0,S0,D_N0_S0,0.133333333,0.27,0.216666667
10.D_N0_S1_1,10,June'16,35,D,N0,S1,D_N0_S1,0.093333333,0.843333333,0.176666667
10.D_N0_S1_2,10,June'16,38,D,N0,S1,D_N0_S1,0.073333333,0.306666667,0.14
10.D_N0_S1_3,10,June'16,54,D,N0,S1,D_N0_S1,0.043333333,0.306666667,0.056666667
10.D_N0_S1_4,10,June'16,62,D,N0,S1,D_N0_S1,0.21,0.056666667,0.316666667
10.D_N0_S1_5,10,June'16,72,D,N0,S1,D_N0_S1,0.163333333,0.28,0.303333333
10.D_N1_S0_1,10,June'16,48,D,N1,S0,D_N1_S0,0.15,0.636666667,0.29
10.D_N1_S0_2,10,June'16,56,D,N1,S0,D_N1_S0,0.17,0.763333333,0.226666667
10.D_N1_S0_3,10,June'16,64,D,N1,S0,D_N1_S0,0.27,0,0.18
10.D_N1_S0_4,10,June'16,86,D,N1,S0,D_N1_S0,0.206666667,0.163333333,0.32
10.D_N1_S0_5,10,June'16,24*,D,N1,S0,D_N1_S0,0.153333333,0.053333333,0.206666667
10.D_N1_S1_1,10,June'16,9,D,N1,S1,D_N1_S1,0.1,0.243333333,0.163333333
10.D_N1_S1_2,10,June'16,29,D,N1,S1,D_N1_S1,0.123333333,0.046666667,0.243333333
10.D_N1_S1_3,10,June'16,57,D,N1,S1,D_N1_S1,0.14,1.346666667,0.406666667
10.D_N1_S1_4,10,June'16,66,D,N1,S1,D_N1_S1,0.21,0.12,0.393333333
10.D_N1_S1_5,10,June'16,99,D,N1,S1,D_N1_S1,0.28,0.003333333,0.46
11.A_N0_S0_1,11,July'16,6,A,N0,S0,A_N0_S0,0.213333333,0.116666667,0.446666667
11.A_N0_S0_2,11,July'16,7,A,N0,S0,A_N0_S0,0.073333333,0.036666667,0.146666667
11.A_N0_S0_3,11,July'16,32,A,N0,S0,A_N0_S0,1.556666667,0,1.373333333
11.A_N0_S0_4,11,July'16,50,A,N0,S0,A_N0_S0,0.403333333,0.286666667,0.64
11.A_N0_S0_5,11,July'16,53,A,N0,S0,A_N0_S0,0.126666667,0.413333333,0.3
11.A_N0_S1_1,11,July'16,16,A,N0,S1,A_N0_S1,0.973333333,0,0.906666667
11.A_N0_S1_2,11,July'16,19,A,N0,S1,A_N0_S1,0.52,0.19,0.683333333
11.A_N0_S1_3,11,July'16,20,A,N0,S1,A_N0_S1,0.263333333,0.113333333,0.553333333
11.A_N0_S1_4,11,July'16,36,A,N0,S1,A_N0_S1,0.83,0,1.033333333
11.A_N0_S1_5,11,July'16,40,A,N0,S1,A_N0_S1,0.276666667,0,0.196666667
11.A_N1_S0_1,11,July'16,14,A,N1,S0,A_N1_S0,0.283333333,0.006666667,0.553333333
11.A_N1_S0_2,11,July'16,23,A,N1,S0,A_N1_S0,0.22,2.583333333,0.466666667
11.A_N1_S0_3,11,July'16,69,A,N1,S0,A_N1_S0,0.943333333,0.7,4.8
11.A_N1_S0_4,11,July'16,I,A,N1,S0,A_N1_S0,1.046666667,0,3.66
11.A_N1_S0_5,11,July'16,K,A,N1,S0,A_N1_S0,0.636666667,0.516666667,1.32
11.A_N1_S1_1,11,July'16,30,A,N1,S1,A_N1_S1,0.046666667,0.833333333,0.136666667
11.A_N1_S1_2,11,July'16,47,A,N1,S1,A_N1_S1,1.396666667,0,3.63
11.A_N1_S1_3,11,July'16,B,A,N1,S1,A_N1_S1,0.61,0.81,1.02
11.A_N1_S1_4,11,July'16,F,A,N1,S1,A_N1_S1,0.62,0,0.823333333
11.A_N1_S1_5,11,July'16,N,A,N1,S1,A_N1_S1,0.646666667,0,0.77
11.B_N0_S0_1,11,July'16,1,B,N0,S0,B_N0_S0,0.07,0,0.056666667
11.B_N0_S0_2,11,July'16,4,B,N0,S0,B_N0_S0,0.053333333,0,0.04
11.B_N0_S0_3,11,July'16,31,B,N0,S0,B_N0_S0,0.473333333,0,0.38
11.B_N0_S0_4,11,July'16,34,B,N0,S0,B_N0_S0,0.046666667,0.213333333,0.066666667
11.B_N0_S0_5,11,July'16,E,B,N0,S0,B_N0_S0,0.03,0,0.036666667
11.B_N0_S1_1,11,July'16,17,B,N0,S1,B_N0_S1,0.143333333,0.066666667,0.206666667
11.B_N0_S1_2,11,July'16,18,B,N0,S1,B_N0_S1,0.196666667,0,0.226666667
11.B_N0_S1_3,11,July'16,49,B,N0,S1,B_N0_S1,0.273333333,0,0.266666667
11.B_N0_S1_4,11,July'16,65,B,N0,S1,B_N0_S1,0.083333333,0,0.063333333
11.B_N0_S1_5,11,July'16,H,B,N0,S1,B_N0_S1,0.163333333,0,0.303333333
11.B_N1_S0_1,11,July'16,5,B,N1,S0,B_N1_S0,0.056666667,0.033333333,0.093333333
11.B_N1_S0_2,11,July'16,24,B,N1,S0,B_N1_S0,0.036666667,0.093333333,0.05
11.B_N1_S0_3,11,July'16,44,B,N1,S0,B_N1_S0,0,0.02,0
11.B_N1_S0_4,11,July'16,67,B,N1,S0,B_N1_S0,0.123333333,0,0.173333333
11.B_N1_S0_5,11,July'16,J,B,N1,S0,B_N1_S0,0.056666667,0,0.056666667
11.B_N1_S1_1,11,July'16,11,B,N1,S1,B_N1_S1,0.243333333,0,0.256666667
11.B_N1_S1_2,11,July'16,25,B,N1,S1,B_N1_S1,0.093333333,0,0.09
11.B_N1_S1_3,11,July'16,45,B,N1,S1,B_N1_S1,1.396666667,0,3.63
11.B_N1_S1_4,11,July'16,C,B,N1,S1,B_N1_S1,0.186666667,0.02,0.363333333
11.B_N1_S1_5,11,July'16,M,B,N1,S1,B_N1_S1,0.1,0,0.063333333
11.C_N0_S0_1,11,July'16,2,C,N0,S0,C_N0_S0,0.2,0,0.113333333
11.C_N0_S0_2,11,July'16,3,C,N0,S0,C_N0_S0,0.103333333,0,0.103333333
11.C_N0_S0_3,11,July'16,15,C,N0,S0,C_N0_S0,0.06,0.15,0.133333333
11.C_N0_S0_4,11,July'16,33,C,N0,S0,C_N0_S0,0.086666667,0,0.086666667
11.C_N0_S0_5,11,July'16,59,C,N0,S0,C_N0_S0,0.066666667,0.043333333,0.14
11.C_N0_S1_1,11,July'16,37,C,N0,S1,C_N0_S1,0.093333333,0,0.06
11.C_N0_S1_2,11,July'16,46,C,N0,S1,C_N0_S1,0.09,0,0.086666667
11.C_N0_S1_3,11,July'16,60,C,N0,S1,C_N0_S1,0.133333333,0,0.16
11.C_N0_S1_4,11,July'16,A,C,N0,S1,C_N0_S1,0.136666667,0,0.296666667
11.C_N0_S1_5,11,July'16,D,C,N0,S1,C_N0_S1,0.136666667,0,0.11
11.C_N1_S0_1,11,July'16,8,C,N1,S0,C_N1_S0,0.29,0,0.276666667
11.C_N1_S0_2,11,July'16,27,C,N1,S0,C_N1_S0,0.023333333,0.01,0.03
11.C_N1_S0_3,11,July'16,42,C,N1,S0,C_N1_S0,0.096666667,0,0.103333333
11.C_N1_S0_4,11,July'16,63,C,N1,S0,C_N1_S0,0.036666667,0.01,0.036666667
11.C_N1_S0_5,11,July'16,G,C,N1,S0,C_N1_S0,0.053333333,0,0.066666667
11.C_N1_S1_1,11,July'16,10,C,N1,S1,C_N1_S1,0.106666667,0,0.07
11.C_N1_S1_2,11,July'16,26,C,N1,S1,C_N1_S1,0.133333333,0,0.19
11.C_N1_S1_3,11,July'16,28,C,N1,S1,C_N1_S1,0.123333333,0.133333333,0.333333333
11.C_N1_S1_4,11,July'16,70,C,N1,S1,C_N1_S1,0.106666667,0,0.066666667
11.C_N1_S1_5,11,July'16,L,C,N1,S1,C_N1_S1,0.07,0,0.05
11.D_N0_S0_1,11,July'16,21,D,N0,S0,D_N0_S0,0.066666667,0.003333333,0.11
11.D_N0_S0_2,11,July'16,41,D,N0,S0,D_N0_S0,0.02,0.073333333,0
11.D_N0_S0_3,11,July'16,52,D,N0,S0,D_N0_S0,0.02,0.023333333,0.016666667
11.D_N0_S0_4,11,July'16,58,D,N0,S0,D_N0_S0,0.026666667,0.013333333,0.013333333
11.D_N0_S0_5,11,July'16,68,D,N0,S0,D_N0_S0,0.066666667,0.013333333,0.04
11.D_N0_S1_1,11,July'16,35,D,N0,S1,D_N0_S1,0.033333333,0.04,0.016666667
11.D_N0_S1_2,11,July'16,38,D,N0,S1,D_N0_S1,0.033333333,0.01,0.013333333
11.D_N0_S1_3,11,July'16,54,D,N0,S1,D_N0_S1,0.023333333,0.026666667,0
11.D_N0_S1_4,11,July'16,62,D,N0,S1,D_N0_S1,0.04,0.046666667,0.006666667
11.D_N0_S1_5,11,July'16,72,D,N0,S1,D_N0_S1,0.026666667,0.043333333,0
11.D_N1_S0_1,11,July'16,48,D,N1,S0,D_N1_S0,0.016666667,0.126666667,0
11.D_N1_S0_2,11,July'16,56,D,N1,S0,D_N1_S0,0.023333333,0.146666667,0
11.D_N1_S0_3,11,July'16,64,D,N1,S0,D_N1_S0,0.046666667,0.016666667,0.01
11.D_N1_S0_4,11,July'16,86,D,N1,S0,D_N1_S0,0.026666667,0.016666667,0
11.D_N1_S0_5,11,July'16,24*,D,N1,S0,D_N1_S0,0,0.056666667,0
11.D_N1_S1_1,11,July'16,9,D,N1,S1,D_N1_S1,0.026666667,0.016666667,0
11.D_N1_S1_2,11,July'16,29,D,N1,S1,D_N1_S1,0.09,0,0.036666667
11.D_N1_S1_3,11,July'16,57,D,N1,S1,D_N1_S1,0.023333333,0.406666667,0.013333333
11.D_N1_S1_4,11,July'16,66,D,N1,S1,D_N1_S1,0.19,0.073333333,0.366666667
11.D_N1_S1_5,11,July'16,99,D,N1,S1,D_N1_S1,0.036666667,0.006666667,0
12.A_N0_S0_1,12,August '16,6,A,N0,S0,A_N0_S0,0.74,0,0.57
12.A_N0_S0_2,12,August '16,7,A,N0,S0,A_N0_S0,0.073333333,0.06,0.186666667
12.A_N0_S0_3,12,August '16,32,A,N0,S0,A_N0_S0,0.326666667,1.576666667,0.94
12.A_N0_S0_4,12,August '16,50,A,N0,S0,A_N0_S0,0.96,0.46,2.063333333
12.A_N0_S0_5,12,August '16,53,A,N0,S0,A_N0_S0,0.09,0.11,0.123333333
12.A_N0_S1_1,12,August '16,16,A,N0,S1,A_N0_S1,1.053333333,0,0.733333333
12.A_N0_S1_2,12,August '16,19,A,N0,S1,A_N0_S1,0.473333333,0,0.453333333
12.A_N0_S1_3,12,August '16,20,A,N0,S1,A_N0_S1,0.68,0,0.42
12.A_N0_S1_4,12,August '16,36,A,N0,S1,A_N0_S1,0.43,0,0.453333333
12.A_N0_S1_5,12,August '16,40,A,N0,S1,A_N0_S1,0.696666667,0,2.24
12.A_N1_S0_1,12,August '16,14,A,N1,S0,A_N1_S0,0.603333333,0,0.976666667
12.A_N1_S0_2,12,August '16,23,A,N1,S0,A_N1_S0,0.083333333,2.02,0.18
12.A_N1_S0_3,12,August '16,69,A,N1,S0,A_N1_S0,1.443333333,0,5.293333333
12.A_N1_S0_4,12,August '16,I,A,N1,S0,A_N1_S0,1.086666667,0.373333333,4.32
12.A_N1_S0_5,12,August '16,K,A,N1,S0,A_N1_S0,0.273333333,0.616666667,0.553333333
12.A_N1_S1_1,12,August '16,30,A,N1,S1,A_N1_S1,0.463333333,1.223333333,1.423333333
12.A_N1_S1_2,12,August '16,47,A,N1,S1,A_N1_S1,0.453333333,0,0.553333333
12.A_N1_S1_3,12,August '16,B,A,N1,S1,A_N1_S1,0.146666667,0.373333333,0.33
12.A_N1_S1_4,12,August '16,F,A,N1,S1,A_N1_S1,0.86,0,0.596666667
12.A_N1_S1_5,12,August '16,N,A,N1,S1,A_N1_S1,0.416666667,0.263333333,1.42
12.B_N0_S0_1,12,August '16,1,B,N0,S0,B_N0_S0,0.05,0.033333333,0.04
12.B_N0_S0_2,12,August '16,4,B,N0,S0,B_N0_S0,0.1,0,0.06
12.B_N0_S0_3,12,August '16,31,B,N0,S0,B_N0_S0,0.04,0.39,0.1
12.B_N0_S0_4,12,August '16,34,B,N0,S0,B_N0_S0,0.053333333,0.596666667,0.08
12.B_N0_S0_5,12,August '16,E,B,N0,S0,B_N0_S0,0,0.046666667,0
12.B_N0_S1_1,12,August '16,17,B,N0,S1,B_N0_S1,0.18,0.053333333,0.233333333
12.B_N0_S1_2,12,August '16,18,B,N0,S1,B_N0_S1,0.116666667,0,0.073333333
12.B_N0_S1_3,12,August '16,49,B,N0,S1,B_N0_S1,0.12,0,0.176666667
12.B_N0_S1_4,12,August '16,65,B,N0,S1,B_N0_S1,0.126666667,0,0.11
12.B_N0_S1_5,12,August '16,H,B,N0,S1,B_N0_S1,0.003333333,0.07,0
12.B_N1_S0_1,12,August '16,5,B,N1,S0,B_N1_S0,0.07,0.156666667,0.13
12.B_N1_S0_2,12,August '16,24,B,N1,S0,B_N1_S0,0.063333333,0.01,0.123333333
12.B_N1_S0_3,12,August '16,44,B,N1,S0,B_N1_S0,0.023333333,0.026666667,0.026666667
12.B_N1_S0_4,12,August '16,67,B,N1,S0,B_N1_S0,0.066666667,0,0.116666667
12.B_N1_S0_5,12,August '16,J,B,N1,S0,B_N1_S0,0.06,0,0.073333333
12.B_N1_S1_1,12,August '16,11,B,N1,S1,B_N1_S1,0.22,0,0.14
12.B_N1_S1_2,12,August '16,25,B,N1,S1,B_N1_S1,0.07,0,0.063333333
12.B_N1_S1_3,12,August '16,45,B,N1,S1,B_N1_S1,0.056666667,0.006666667,0.033333333
12.B_N1_S1_4,12,August '16,C,B,N1,S1,B_N1_S1,0.013333333,0.01,0.006666667
12.B_N1_S1_5,12,August '16,M,B,N1,S1,B_N1_S1,0.05,0,0.043333333
12.C_N0_S0_1,12,August '16,2,C,N0,S0,C_N0_S0,0.213333333,0,0.116666667
12.C_N0_S0_2,12,August '16,3,C,N0,S0,C_N0_S0,0.116666667,0,0.096666667
12.C_N0_S0_3,12,August '16,15,C,N0,S0,C_N0_S0,0.086666667,0.783333333,0.36
12.C_N0_S0_4,12,August '16,33,C,N0,S0,C_N0_S0,0.036666667,0.013333333,0.053333333
12.C_N0_S0_5,12,August '16,59,C,N0,S0,C_N0_S0,0.14,0,0.223333333
12.C_N0_S1_1,12,August '16,37,C,N0,S1,C_N0_S1,0.146666667,0,0.233333333
12.C_N0_S1_2,12,August '16,46,C,N0,S1,C_N0_S1,0.236666667,0,0.253333333
12.C_N0_S1_3,12,August '16,60,C,N0,S1,C_N0_S1,0.113333333,0,0.183333333
12.C_N0_S1_4,12,August '16,A,C,N0,S1,C_N0_S1,0.136666667,0.016666667,0.19
12.C_N0_S1_5,12,August '16,D,C,N0,S1,C_N0_S1,0.103333333,0,0.07
12.C_N1_S0_1,12,August '16,8,C,N1,S0,C_N1_S0,0.093333333,0.056666667,0.146666667
12.C_N1_S0_2,12,August '16,27,C,N1,S0,C_N1_S0,0.1,0,0.096666667
12.C_N1_S0_3,12,August '16,42,C,N1,S0,C_N1_S0,0.133333333,0,0.24
12.C_N1_S0_4,12,August '16,63,C,N1,S0,C_N1_S0,0.046666667,0.016666667,0.076666667
12.C_N1_S0_5,12,August '16,G,C,N1,S0,C_N1_S0,0.056666667,0,0.07
12.C_N1_S1_1,12,August '16,10,C,N1,S1,C_N1_S1,0.05,0,0.023333333
12.C_N1_S1_2,12,August '16,26,C,N1,S1,C_N1_S1,0.053333333,0,0.053333333
12.C_N1_S1_3,12,August '16,28,C,N1,S1,C_N1_S1,0.073333333,0.016666667,0.076666667
12.C_N1_S1_4,12,August '16,70,C,N1,S1,C_N1_S1,0.073333333,0,0.1
12.C_N1_S1_5,12,August '16,L,C,N1,S1,C_N1_S1,0.1,0,0.1
12.D_N0_S0_1,12,August '16,21,D,N0,S0,D_N0_S0,0.203333333,0,0.366666667
12.D_N0_S0_2,12,August '16,41,D,N0,S0,D_N0_S0,0.166666667,0,0.156666667
12.D_N0_S0_3,12,August '16,52,D,N0,S0,D_N0_S0,0.09,0,0.106666667
12.D_N0_S0_4,12,August '16,58,D,N0,S0,D_N0_S0,0.086666667,0,0.063333333
12.D_N0_S0_5,12,August '16,68,D,N0,S0,D_N0_S0,0.143333333,0,0.116666667
12.D_N0_S1_1,12,August '16,35,D,N0,S1,D_N0_S1,0.113333333,0,0.076666667
12.D_N0_S1_2,12,August '16,38,D,N0,S1,D_N0_S1,0.16,0,0.096666667
12.D_N0_S1_3,12,August '16,54,D,N0,S1,D_N0_S1,0.07,0.08,0.043333333
12.D_N0_S1_4,12,August '16,62,D,N0,S1,D_N0_S1,0.156666667,0.036666667,0.11
12.D_N0_S1_5,12,August '16,72,D,N0,S1,D_N0_S1,0.196666667,0,0.13
12.D_N1_S0_1,12,August '16,48,D,N1,S0,D_N1_S0,0.116666667,0.083333333,0.156666667
12.D_N1_S0_2,12,August '16,56,D,N1,S0,D_N1_S0,0.023333333,0.21,0.02
12.D_N1_S0_3,12,August '16,64,D,N1,S0,D_N1_S0,0.09,0,0.046666667
12.D_N1_S0_4,12,August '16,86,D,N1,S0,D_N1_S0,0.05,0.01,0.013333333
12.D_N1_S0_5,12,August '16,24*,D,N1,S0,D_N1_S0,0.053333333,0.073333333,0.033333333
12.D_N1_S1_1,12,August '16,9,D,N1,S1,D_N1_S1,0.083333333,0,0.046666667
12.D_N1_S1_2,12,August '16,29,D,N1,S1,D_N1_S1,0.103333333,0,0.063333333
12.D_N1_S1_3,12,August '16,57,D,N1,S1,D_N1_S1,0.09,0.14,0.15
12.D_N1_S1_4,12,August '16,66,D,N1,S1,D_N1_S1,0.52,0,1.036666667
12.D_N1_S1_5,12,August '16,99,D,N1,S1,D_N1_S1,0.193333333,0,0.086666667
13.A_N0_S0_1,13,September '16,6,A,N0,S0,A_N0_S0,1.15,0,3.426666667
13.A_N0_S0_2,13,September '16,7,A,N0,S0,A_N0_S0,0.39,0.49,0.93
13.A_N0_S0_3,13,September '16,32,A,N0,S0,A_N0_S0,1.173333333,0.896666667,2.666666667
13.A_N0_S0_4,13,September '16,50,A,N0,S0,A_N0_S0,1.146666667,0.553333333,3.213333333
13.A_N0_S0_5,13,September '16,53,A,N0,S0,A_N0_S0,0.23,0.563333333,0.406666667
13.A_N0_S1_1,13,September '16,16,A,N0,S1,A_N0_S1,0.46,0.38,0.64
13.A_N0_S1_2,13,September '16,19,A,N0,S1,A_N0_S1,0.29,0.243333333,0.786666667
13.A_N0_S1_3,13,September '16,20,A,N0,S1,A_N0_S1,1.896666667,0,3.75
13.A_N0_S1_4,13,September '16,36,A,N0,S1,A_N0_S1,1.456666667,0,3.52
13.A_N0_S1_5,13,September '16,40,A,N0,S1,A_N0_S1,0.913333333,0,2.48
13.A_N1_S0_1,13,September '16,14,A,N1,S0,A_N1_S0,1.976666667,0,5.586666667
13.A_N1_S0_2,13,September '16,23,A,N1,S0,A_N1_S0,0.033333333,1.15,0.053333333
13.A_N1_S0_3,13,September '16,69,A,N1,S0,A_N1_S0,1.193333333,0,5.56
13.A_N1_S0_4,13,September '16,I,A,N1,S0,A_N1_S0,0.53,0,5.416666667
13.A_N1_S0_5,13,September '16,K,A,N1,S0,A_N1_S0,0.01,4.276666667,0.06
13.A_N1_S1_1,13,September '16,30,A,N1,S1,A_N1_S1,0.19,2.673333333,1.24
13.A_N1_S1_2,13,September '16,47,A,N1,S1,A_N1_S1,0.986666667,0,3.77
13.A_N1_S1_3,13,September '16,B,A,N1,S1,A_N1_S1,0.583333333,0.04,1.05
13.A_N1_S1_4,13,September '16,F,A,N1,S1,A_N1_S1,1.22,0,1.78
13.A_N1_S1_5,13,September '16,N,A,N1,S1,A_N1_S1,0.846666667,0.53,2.62
13.B_N0_S0_1,13,September '16,1,B,N0,S0,B_N0_S0,0.096666667,0.17,0.236666667
13.B_N0_S0_2,13,September '16,4,B,N0,S0,B_N0_S0,0.28,0,0.453333333
13.B_N0_S0_3,13,September '16,31,B,N0,S0,B_N0_S0,0.026666667,1.123333333,0.15
13.B_N0_S0_4,13,September '16,34,B,N0,S0,B_N0_S0,0.276666667,1.346666667,0.94
13.B_N0_S0_5,13,September '16,E,B,N0,S0,B_N0_S0,0.023333333,0.01,0.036666667
13.B_N0_S1_1,13,September '16,17,B,N0,S1,B_N0_S1,0.183333333,0,0.28
13.B_N0_S1_2,13,September '16,18,B,N0,S1,B_N0_S1,0.266666667,0,0.363333333
13.B_N0_S1_3,13,September '16,49,B,N0,S1,B_N0_S1,0.233333333,0,0.236666667
13.B_N0_S1_4,13,September '16,65,B,N0,S1,B_N0_S1,0.183333333,0,0.25
13.B_N0_S1_5,13,September '16,H,B,N0,S1,B_N0_S1,0.21,0,0.316666667
13.B_N1_S0_1,13,September '16,5,B,N1,S0,B_N1_S0,0.06,0.67,0.296666667
13.B_N1_S0_2,13,September '16,24,B,N1,S0,B_N1_S0,0.11,0,0.233333333
13.B_N1_S0_3,13,September '16,44,B,N1,S0,B_N1_S0,0.063333333,0.126666667,0.133333333
13.B_N1_S0_4,13,September '16,67,B,N1,S0,B_N1_S0,0.143333333,0,0.176666667
13.B_N1_S0_5,13,September '16,J,B,N1,S0,B_N1_S0,0.406666667,0.026666667,2.173333333
13.B_N1_S1_1,13,September '16,11,B,N1,S1,B_N1_S1,0.143333333,0,0.103333333
13.B_N1_S1_2,13,September '16,25,B,N1,S1,B_N1_S1,0.2,0,0.24
13.B_N1_S1_3,13,September '16,45,B,N1,S1,B_N1_S1,0.08,0,0.123333333
13.B_N1_S1_4,13,September '16,C,B,N1,S1,B_N1_S1,0,0.04,0
13.B_N1_S1_5,13,September '16,M,B,N1,S1,B_N1_S1,0.13,0,0.116666667
13.C_N0_S0_1,13,September '16,2,C,N0,S0,C_N0_S0,0.056666667,0.046666667,0.1
13.C_N0_S0_2,13,September '16,3,C,N0,S0,C_N0_S0,0.19,0,0.196666667
13.C_N0_S0_3,13,September '16,15,C,N0,S0,C_N0_S0,0.173333333,1.573333333,0.983333333
13.C_N0_S0_4,13,September '16,33,C,N0,S0,C_N0_S0,0.126666667,0.02,0.193333333
13.C_N0_S0_5,13,September '16,59,C,N0,S0,C_N0_S0,0.103333333,0.056666667,0.213333333
13.C_N0_S1_1,13,September '16,37,C,N0,S1,C_N0_S1,0.15,0.123333333,0.256666667
13.C_N0_S1_2,13,September '16,46,C,N0,S1,C_N0_S1,0.18,0.073333333,0.266666667
13.C_N0_S1_3,13,September '16,60,C,N0,S1,C_N0_S1,0.053333333,0.46,0.093333333
13.C_N0_S1_4,13,September '16,A,C,N0,S1,C_N0_S1,0.08,0.153333333,0.163333333
13.C_N0_S1_5,13,September '16,D,C,N0,S1,C_N0_S1,0.513333333,0,0.543333333
13.C_N1_S0_1,13,September '16,8,C,N1,S0,C_N1_S0,0.096666667,0.036666667,0.146666667
13.C_N1_S0_2,13,September '16,27,C,N1,S0,C_N1_S0,0.173333333,0,0.213333333
13.C_N1_S0_3,13,September '16,42,C,N1,S0,C_N1_S0,0.243333333,0.273333333,0.82
13.C_N1_S0_4,13,September '16,63,C,N1,S0,C_N1_S0,0.046666667,0,0.066666667
13.C_N1_S0_5,13,September '16,G,C,N1,S0,C_N1_S0,0.076666667,0.09,0.076666667
13.C_N1_S1_1,13,September '16,10,C,N1,S1,C_N1_S1,0.063333333,0.01,0.046666667
13.C_N1_S1_2,13,September '16,26,C,N1,S1,C_N1_S1,0.126666667,0,0.246666667
13.C_N1_S1_3,13,September '16,28,C,N1,S1,C_N1_S1,0.163333333,0.116666667,0.463333333
13.C_N1_S1_4,13,September '16,70,C,N1,S1,C_N1_S1,0.15,0,0.18
