Habitat,Phase,Date,Channel,Treatment,Taxon,Abundance
RIF,normal-flow,03/08/2015,6,nf.np,Leuctra.hippopus,9
RIF,normal-flow,03/08/2015,6,nf.np,Nemoura.sp,1
RIF,normal-flow,03/08/2015,6,nf.np,Oligochaeta.indet,4
RIF,normal-flow,03/08/2015,6,nf.np,Orthocladiinae.indet,2
RIF,normal-flow,03/08/2015,6,nf.np,Paraleptophlebia.submarginata,1
RIF,normal-flow,03/08/2015,6,nf.np,Sialis.sp,1
RIF,normal-flow,03/08/2015,6,nf.np,Tanypodinae.indet,1
RUN,normal-flow,03/08/2015,6,nf.np,Baetis.rhodani,14
RUN,normal-flow,03/08/2015,6,nf.np,Chironomini.indet,4
RUN,normal-flow,03/08/2015,6,nf.np,Dicranota.sp,3
RUN,normal-flow,03/08/2015,6,nf.np,Gammarus.pulex,86
RUN,normal-flow,03/08/2015,6,nf.np,Hydracnidia.indet,1
RUN,normal-flow,03/08/2015,6,nf.np,Leuctra.hippopus,1
RUN,normal-flow,03/08/2015,6,nf.np,Nemoura.sp,1
RUN,normal-flow,03/08/2015,6,nf.np,Oligochaeta.indet,2
RUN,normal-flow,03/08/2015,6,nf.np,Oreodytes.sanmarkii,2
RUN,normal-flow,03/08/2015,6,nf.np,Orthocladiinae.indet,2
RUN,normal-flow,03/08/2015,6,nf.np,Prodiamesa.olivacea,2
RUN,normal-flow,03/08/2015,6,nf.np,Tanypodinae.indet,6
RIF,normal-flow,03/08/2015,7,nf,Amphinemura.standfussi,12
RIF,normal-flow,03/08/2015,7,nf,Asellus.aquaticus,1
RIF,normal-flow,03/08/2015,7,nf,Baetis.rhodani,36
RIF,normal-flow,03/08/2015,7,nf,Chironomini.indet,24
RIF,normal-flow,03/08/2015,7,nf,Gammarus.pulex,52
RIF,normal-flow,03/08/2015,7,nf,Hydracnidia.indet,3
RIF,normal-flow,03/08/2015,7,nf,Leuctra.fusca.digitata,10
RIF,normal-flow,03/08/2015,7,nf,Leuctra.hippopus,4
RIF,normal-flow,03/08/2015,7,nf,Nemoura.sp,6
RIF,normal-flow,03/08/2015,7,nf,Oligochaeta.indet,1
RIF,normal-flow,03/08/2015,7,nf,Orthocladiinae.indet,1
RIF,normal-flow,03/08/2015,7,nf,Simuliidae.indet,1
RIF,normal-flow,03/08/2015,7,nf,Tanypodinae.indet,2
RUN,normal-flow,03/08/2015,7,nf,Amphinemura.standfussi,2
RUN,normal-flow,03/08/2015,7,nf,Baetis.rhodani,45
RUN,normal-flow,03/08/2015,7,nf,Chironomini.indet,6
RUN,normal-flow,03/08/2015,7,nf,Dicranota.sp,2
RUN,normal-flow,03/08/2015,7,nf,Serratella.ignita,1
RUN,normal-flow,03/08/2015,7,nf,Gammarus.pulex,163
RUN,normal-flow,03/08/2015,7,nf,Hydracnidia.indet,2
RUN,normal-flow,03/08/2015,7,nf,Nemoura.sp,1
RUN,normal-flow,03/08/2015,7,nf,Oligochaeta.indet,2
RUN,normal-flow,03/08/2015,7,nf,Prodiamesa.olivacea,2
RUN,normal-flow,03/08/2015,7,nf,Tanypodinae.indet,7
RIF,normal-flow,03/08/2015,8,nf.np,Amphinemura.standfussi,3
RIF,normal-flow,03/08/2015,8,nf.np,Asellus.aquaticus,2
RIF,normal-flow,03/08/2015,8,nf.np,Baetis.rhodani,106
RIF,normal-flow,03/08/2015,8,nf.np,Chironomini.indet,86
RIF,normal-flow,03/08/2015,8,nf.np,Dicranota.sp,1
RIF,normal-flow,03/08/2015,8,nf.np,Gammarus.pulex,123
RIF,normal-flow,03/08/2015,8,nf.np,Hydraena.gracilis,1
RIF,normal-flow,03/08/2015,8,nf.np,Leuctra.fusca.digitata,22
RIF,normal-flow,03/08/2015,8,nf.np,Leuctra.hippopus,8
RIF,normal-flow,03/08/2015,8,nf.np,Nemoura.sp,8
RIF,normal-flow,03/08/2015,8,nf.np,Oligochaeta.indet,1
RIF,normal-flow,03/08/2015,8,nf.np,Oreodytes.sanmarkii,1
RIF,normal-flow,03/08/2015,8,nf.np,Orthocladiinae.indet,19
RIF,normal-flow,03/08/2015,8,nf.np,Simuliidae.indet,1
RIF,normal-flow,03/08/2015,8,nf.np,Tanypodinae.indet,5
RUN,normal-flow,03/08/2015,8,nf.np,Amphinemura.standfussi,1
RUN,normal-flow,03/08/2015,8,nf.np,Baetis.rhodani,70
RUN,normal-flow,03/08/2015,8,nf.np,Chironomini.indet,3
RUN,normal-flow,03/08/2015,8,nf.np,Dicranota.sp,3
RUN,normal-flow,03/08/2015,8,nf.np,Gammarus.pulex,92
RUN,normal-flow,03/08/2015,8,nf.np,Leuctra.fusca.digitata,2
RUN,normal-flow,03/08/2015,8,nf.np,Leuctra.hippopus,3
RUN,normal-flow,03/08/2015,8,nf.np,Prodiamesa.olivacea,2
RIF,normal-flow,03/08/2015,9,nf,Amphinemura.standfussi,6
RIF,normal-flow,03/08/2015,9,nf,Asellus.aquaticus,1
RIF,normal-flow,03/08/2015,9,nf,Baetis.rhodani,67
RIF,normal-flow,03/08/2015,9,nf,Chironomini.indet,14
RIF,normal-flow,03/08/2015,9,nf,Dicranota.sp,1
RIF,normal-flow,03/08/2015,9,nf,Dugesia.gonocephala,1
RIF,normal-flow,03/08/2015,9,nf,Elmis.aenea,2
RIF,normal-flow,03/08/2015,9,nf,Gammarus.pulex,78
RIF,normal-flow,03/08/2015,9,nf,Hydracnidia.indet,5
RIF,normal-flow,03/08/2015,9,nf,Leuctra.fusca.digitata,24
RIF,normal-flow,03/08/2015,9,nf,Leuctra.hippopus,22
RIF,normal-flow,03/08/2015,9,nf,Nemoura.sp,3
RIF,normal-flow,03/08/2015,9,nf,Oligochaeta.indet,1
RIF,normal-flow,03/08/2015,9,nf,Orthocladiinae.indet,3
RIF,normal-flow,03/08/2015,9,nf,Simuliidae.indet,2
RIF,normal-flow,03/08/2015,9,nf,Tanypodinae.indet,2
RUN,normal-flow,03/08/2015,9,nf,Amphinemura.standfussi,1
RUN,normal-flow,03/08/2015,9,nf,Baetis.rhodani,26
RUN,normal-flow,03/08/2015,9,nf,Chironomini.indet,5
RUN,normal-flow,03/08/2015,9,nf,Dicranota.sp,2
RUN,normal-flow,03/08/2015,9,nf,Ecclisopteryx.dalecarlica,1
RUN,normal-flow,03/08/2015,9,nf,Gammarus.pulex,196
RUN,normal-flow,03/08/2015,9,nf,Hydracnidia.indet,2
RUN,normal-flow,03/08/2015,9,nf,Leuctra.fusca.digitata,1
RUN,normal-flow,03/08/2015,9,nf,Nemoura.sp,4
RUN,normal-flow,03/08/2015,9,nf,Oreodytes.sanmarkii,1
RUN,normal-flow,03/08/2015,9,nf,Orthocladiinae.indet,6
RUN,normal-flow,03/08/2015,9,nf,Pisidium.sp,1
RUN,normal-flow,03/08/2015,9,nf,Potamopyrgus.antipodarum,1
RUN,normal-flow,03/08/2015,9,nf,Tanypodinae.indet,6
RIF,normal-flow,03/08/2015,10,nf.np,Amphinemura.standfussi,11
RIF,normal-flow,03/08/2015,10,nf.np,Asellus.aquaticus,3
RIF,normal-flow,03/08/2015,10,nf.np,Baetis.rhodani,223
RIF,normal-flow,03/08/2015,10,nf.np,Chironomini.indet,34
RIF,normal-flow,03/08/2015,10,nf.np,Dugesia.gonocephala,2
RIF,normal-flow,03/08/2015,10,nf.np,Gammarus.pulex,100
RIF,normal-flow,03/08/2015,10,nf.np,Hydracnidia.indet,5
RIF,normal-flow,03/08/2015,10,nf.np,Leuctra.fusca.digitata,24
RIF,normal-flow,03/08/2015,10,nf.np,Leuctra.hippopus,33
RIF,normal-flow,03/08/2015,10,nf.np,Nemoura.sp,7
RIF,normal-flow,03/08/2015,10,nf.np,Oligochaeta.indet,4
RIF,normal-flow,03/08/2015,10,nf.np,Orthocladiinae.indet,4
RIF,normal-flow,03/08/2015,10,nf.np,Rhyacophila.fasciata,1
RIF,normal-flow,03/08/2015,10,nf.np,Simuliidae.indet,1
RIF,normal-flow,03/08/2015,10,nf.np,Tanypodinae.indet,1
RUN,normal-flow,03/08/2015,10,nf.np,Baetis.rhodani,24
RUN,normal-flow,03/08/2015,10,nf.np,Chironomini.indet,3
RUN,normal-flow,03/08/2015,10,nf.np,Dicranota.sp,1
RUN,normal-flow,03/08/2015,10,nf.np,Gammarus.pulex,136
RUN,normal-flow,03/08/2015,10,nf.np,Leuctra.hippopus,2
RUN,normal-flow,03/08/2015,10,nf.np,Nemoura.sp,4
RUN,normal-flow,03/08/2015,10,nf.np,Orthocladiinae.indet,2
RUN,normal-flow,03/08/2015,10,nf.np,Pisidium.sp,2
RUN,normal-flow,03/08/2015,10,nf.np,Prodiamesa.olivacea,1
RUN,normal-flow,03/08/2015,10,nf.np,Tanypodinae.indet,1
RIF,normal-flow,03/08/2015,11,nf.np,Amphinemura.standfussi,4
RIF,normal-flow,03/08/2015,11,nf.np,Asellus.aquaticus,2
RIF,normal-flow,03/08/2015,11,nf.np,Baetis.rhodani,76
RIF,normal-flow,03/08/2015,11,nf.np,Chironomini.indet,4
RIF,normal-flow,03/08/2015,11,nf.np,Dicranota.sp,1
RIF,normal-flow,03/08/2015,11,nf.np,Dugesia.gonocephala,1
RIF,normal-flow,03/08/2015,11,nf.np,Elmis.aenea,1
RIF,normal-flow,03/08/2015,11,nf.np,Gammarus.pulex,60
RIF,normal-flow,03/08/2015,11,nf.np,Hydracnidia.indet,1
RIF,normal-flow,03/08/2015,11,nf.np,Leuctra.fusca.digitata,19
RIF,normal-flow,03/08/2015,11,nf.np,Leuctra.hippopus,4
RIF,normal-flow,03/08/2015,11,nf.np,Nemoura.sp,3
RIF,normal-flow,03/08/2015,11,nf.np,Simuliidae.indet,10
RUN,normal-flow,03/08/2015,11,nf.np,Baetis.rhodani,47
RUN,normal-flow,03/08/2015,11,nf.np,Chironomini.indet,1
RUN,normal-flow,03/08/2015,11,nf.np,Dicranota.sp,1
RUN,normal-flow,03/08/2015,11,nf.np,Dugesia.gonocephala,1
RUN,normal-flow,03/08/2015,11,nf.np,Gammarus.pulex,329
RUN,normal-flow,03/08/2015,11,nf.np,Leuctra.fusca.digitata,1
RUN,normal-flow,03/08/2015,11,nf.np,Leuctra.hippopus,1
RUN,normal-flow,03/08/2015,11,nf.np,Limnephilidae.indet,3
RUN,normal-flow,03/08/2015,11,nf.np,Nemoura.sp,1
RUN,normal-flow,03/08/2015,11,nf.np,Oligochaeta.indet,2
RUN,normal-flow,03/08/2015,11,nf.np,Oreodytes.sanmarkii,1
RUN,normal-flow,03/08/2015,11,nf.np,Orthocladiinae.indet,3
RUN,normal-flow,03/08/2015,11,nf.np,Pisidium.sp,7
RUN,normal-flow,03/08/2015,11,nf.np,Prodiamesa.olivacea,1
RUN,normal-flow,03/08/2015,11,nf.np,Simuliidae.indet,1
RUN,normal-flow,03/08/2015,11,nf.np,Tanypodinae.indet,10
RIF,normal-flow,03/08/2015,12,nf,Amphinemura.standfussi,6
RIF,normal-flow,03/08/2015,12,nf,Asellus.aquaticus,6
RIF,normal-flow,03/08/2015,12,nf,Baetis.rhodani,153
RIF,normal-flow,03/08/2015,12,nf,Chironomini.indet,14
RIF,normal-flow,03/08/2015,12,nf,Dugesia.gonocephala,12
RIF,normal-flow,03/08/2015,12,nf,Elmis.aenea,1
RIF,normal-flow,03/08/2015,12,nf,Gammarus.pulex,139
RIF,normal-flow,03/08/2015,12,nf,Hydracnidia.indet,6
RIF,normal-flow,03/08/2015,12,nf,Leuctra.fusca.digitata,36
RIF,normal-flow,03/08/2015,12,nf,Leuctra.hippopus,52
RIF,normal-flow,03/08/2015,12,nf,Nemoura.sp,27
RIF,normal-flow,03/08/2015,12,nf,Oligochaeta.indet,7
RIF,normal-flow,03/08/2015,12,nf,Orthocladiinae.indet,5
RIF,normal-flow,03/08/2015,12,nf,Simuliidae.indet,2
RIF,normal-flow,03/08/2015,12,nf,Tanypodinae.indet,1
RIF,normal-flow,03/08/2015,12,nf,Tipulidae.sp,5
RUN,normal-flow,03/08/2015,12,nf,Baetis.rhodani,69
RUN,normal-flow,03/08/2015,12,nf,Chironomini.indet,1
RUN,normal-flow,03/08/2015,12,nf,Dicranota.sp,1
RUN,normal-flow,03/08/2015,12,nf,Ecclisopteryx.dalecarlica,1
RUN,normal-flow,03/08/2015,12,nf,Serratella.ignita,1
RUN,normal-flow,03/08/2015,12,nf,Gammarus.pulex,218
RUN,normal-flow,03/08/2015,12,nf,Oligochaeta.indet,1
RUN,normal-flow,03/08/2015,12,nf,Pisidium.sp,1
RUN,normal-flow,03/08/2015,12,nf,Radix.balthica,1
RIF,normal-flow,10/08/2015,1,nf.np,Amphinemura.standfussi,5
RIF,normal-flow,10/08/2015,1,nf.np,Asellus.aquaticus,7
RIF,normal-flow,10/08/2015,1,nf.np,Baetis.rhodani,56
RIF,normal-flow,10/08/2015,1,nf.np,Chironomini.indet,7
RIF,normal-flow,10/08/2015,1,nf.np,Gammarus.pulex,37
RIF,normal-flow,10/08/2015,1,nf.np,Hydracnidia.indet,1
RIF,normal-flow,10/08/2015,1,nf.np,Hydraena.gracilis,1
RIF,normal-flow,10/08/2015,1,nf.np,Leuctra.fusca.digitata,40
RIF,normal-flow,10/08/2015,1,nf.np,Leuctra.hippopus,24
RIF,normal-flow,10/08/2015,1,nf.np,Nemoura.sp,10
RIF,normal-flow,10/08/2015,1,nf.np,Oreodytes.sanmarkii,1
RIF,normal-flow,10/08/2015,1,nf.np,Orthocladiinae.indet,3
RIF,normal-flow,10/08/2015,1,nf.np,Tanypodinae.indet,1
RIF,normal-flow,10/08/2015,1,nf.np,Tipulidae.sp,1
RUN,normal-flow,10/08/2015,1,nf.np,Asellus.aquaticus,2
RUN,normal-flow,10/08/2015,1,nf.np,Baetis.rhodani,72
RUN,normal-flow,10/08/2015,1,nf.np,Dicranota.sp,3
RUN,normal-flow,10/08/2015,1,nf.np,Ecclisopteryx.dalecarlica,1
RUN,normal-flow,10/08/2015,1,nf.np,Empididae.indet,1
RUN,normal-flow,10/08/2015,1,nf.np,Gammarus.pulex,153
RUN,normal-flow,10/08/2015,1,nf.np,Hydracnidia.indet,1
RUN,normal-flow,10/08/2015,1,nf.np,Leuctra.fusca.digitata,11
RUN,normal-flow,10/08/2015,1,nf.np,Leuctra.hippopus,14
RUN,normal-flow,10/08/2015,1,nf.np,Nemoura.sp,9
RUN,normal-flow,10/08/2015,1,nf.np,Oligochaeta.indet,4
RUN,normal-flow,10/08/2015,1,nf.np,Orthocladiinae.indet,1
RUN,normal-flow,10/08/2015,1,nf.np,Tipulidae.sp,1
RIF,normal-flow,10/08/2015,2,nf,Amphinemura.standfussi,4
RIF,normal-flow,10/08/2015,2,nf,Baetis.rhodani,70
RIF,normal-flow,10/08/2015,2,nf,Chironomini.indet,44
RIF,normal-flow,10/08/2015,2,nf,Empididae.indet,1
RIF,normal-flow,10/08/2015,2,nf,Gammarus.pulex,52
RIF,normal-flow,10/08/2015,2,nf,Hydracnidia.indet,1
RIF,normal-flow,10/08/2015,2,nf,Leuctra.fusca.digitata,19
RIF,normal-flow,10/08/2015,2,nf,Leuctra.hippopus,5
RIF,normal-flow,10/08/2015,2,nf,Nemoura.sp,5
RIF,normal-flow,10/08/2015,2,nf,Simuliidae.indet,3
RIF,normal-flow,10/08/2015,2,nf,Tanypodinae.indet,1
RUN,normal-flow,10/08/2015,2,nf,Baetis.rhodani,44
RUN,normal-flow,10/08/2015,2,nf,Chironomini.indet,5
RUN,normal-flow,10/08/2015,2,nf,Dicranota.sp,2
RUN,normal-flow,10/08/2015,2,nf,Dysticidae.sp.larva,1
RUN,normal-flow,10/08/2015,2,nf,Empididae.indet,2
RUN,normal-flow,10/08/2015,2,nf,Gammarus.pulex,215
RUN,normal-flow,10/08/2015,2,nf,Glossiphonia.complanata,1
RUN,normal-flow,10/08/2015,2,nf,Hydracnidia.indet,1
RUN,normal-flow,10/08/2015,2,nf,Leuctra.fusca.digitata,1
RUN,normal-flow,10/08/2015,2,nf,Leuctra.hippopus,1
RUN,normal-flow,10/08/2015,2,nf,Nemoura.sp,4
RUN,normal-flow,10/08/2015,2,nf,Oligochaeta.indet,9
RUN,normal-flow,10/08/2015,2,nf,Orthocladiinae.indet,4
RUN,normal-flow,10/08/2015,2,nf,Tanypodinae.indet,18
RIF,normal-flow,10/08/2015,3,nf.np,Amphinemura.standfussi,17
RIF,normal-flow,10/08/2015,3,nf.np,Asellus.aquaticus,7
RIF,normal-flow,10/08/2015,3,nf.np,Baetis.rhodani,208
RIF,normal-flow,10/08/2015,3,nf.np,Chironomini.indet,91
RIF,normal-flow,10/08/2015,3,nf.np,Elmis.aenea,1
RIF,normal-flow,10/08/2015,3,nf.np,Empididae.indet,2
RIF,normal-flow,10/08/2015,3,nf.np,Gammarus.pulex,94
RIF,normal-flow,10/08/2015,3,nf.np,Hydracnidia.indet,3
RIF,normal-flow,10/08/2015,3,nf.np,Hydraena.gracilis,1
RIF,normal-flow,10/08/2015,3,nf.np,Hydropsyche.sp,1
RIF,normal-flow,10/08/2015,3,nf.np,Leuctra.fusca.digitata,110
RIF,normal-flow,10/08/2015,3,nf.np,Leuctra.hippopus,106
RIF,normal-flow,10/08/2015,3,nf.np,Oligochaeta.indet,5
RIF,normal-flow,10/08/2015,3,nf.np,Orthocladiinae.indet,31
RIF,normal-flow,10/08/2015,3,nf.np,Rhyacophila.nubila,1
RIF,normal-flow,10/08/2015,3,nf.np,Simuliidae.indet,8
RIF,normal-flow,10/08/2015,3,nf.np,Tanypodinae.indet,11
RIF,normal-flow,10/08/2015,3,nf.np,Tipulidae.sp,1
RUN,normal-flow,10/08/2015,3,nf.np,Baetis.rhodani,56
RUN,normal-flow,10/08/2015,3,nf.np,Chironomini.indet,4
RUN,normal-flow,10/08/2015,3,nf.np,Dicranota.sp,5
RUN,normal-flow,10/08/2015,3,nf.np,Gammarus.pulex,120
RUN,normal-flow,10/08/2015,3,nf.np,Hexatominae.indet,1
RUN,normal-flow,10/08/2015,3,nf.np,Leuctra.hippopus,4
RUN,normal-flow,10/08/2015,3,nf.np,Oligochaeta.indet,4
RUN,normal-flow,10/08/2015,3,nf.np,Orthocladiinae.indet,4
RUN,normal-flow,10/08/2015,3,nf.np,Pisidium.sp,1
RUN,normal-flow,10/08/2015,3,nf.np,Tanypodinae.indet,10
RIF,normal-flow,10/08/2015,4,nf,Asellus.aquaticus,2
RIF,normal-flow,10/08/2015,4,nf,Baetis.rhodani,138
RIF,normal-flow,10/08/2015,4,nf,Bezzia.sp,1
RIF,normal-flow,10/08/2015,4,nf,Chironomini.indet,45
RIF,normal-flow,10/08/2015,4,nf,Dugesia.gonocephala,1
RIF,normal-flow,10/08/2015,4,nf,Elmis.aenea,3
RIF,normal-flow,10/08/2015,4,nf,Gammarus.pulex,97
RIF,normal-flow,10/08/2015,4,nf,Hydracnidia.indet,2
RIF,normal-flow,10/08/2015,4,nf,Leuctra.fusca.digitata,25
RIF,normal-flow,10/08/2015,4,nf,Leuctra.hippopus,41
RIF,normal-flow,10/08/2015,4,nf,Nemoura.sp,6
RIF,normal-flow,10/08/2015,4,nf,Oligochaeta.indet,8
RIF,normal-flow,10/08/2015,4,nf,Orthocladiinae.indet,4
RIF,normal-flow,10/08/2015,4,nf,Rhyacophila.nubila,1
RIF,normal-flow,10/08/2015,4,nf,Simuliidae.indet,1
RIF,normal-flow,10/08/2015,4,nf,Tanypodinae.indet,9
RUN,normal-flow,10/08/2015,4,nf,Baetis.rhodani,23
RUN,normal-flow,10/08/2015,4,nf,Chironomini.indet,3
RUN,normal-flow,10/08/2015,4,nf,Dicranota.sp,2
RUN,normal-flow,10/08/2015,4,nf,Gammarus.pulex,153
RUN,normal-flow,10/08/2015,4,nf,Leuctra.hippopus,1
RUN,normal-flow,10/08/2015,4,nf,Nemoura.sp,3
RUN,normal-flow,10/08/2015,4,nf,Oligochaeta.indet,1
RUN,normal-flow,10/08/2015,4,nf,Oreodytes.sanmarkii,1
RUN,normal-flow,10/08/2015,4,nf,Pisidium.sp,2
RIF,normal-flow,10/08/2015,5,nf,Amphinemura.standfussi,5
RIF,normal-flow,10/08/2015,5,nf,Asellus.aquaticus,3
RIF,normal-flow,10/08/2015,5,nf,Baetis.rhodani,140
RIF,normal-flow,10/08/2015,5,nf,Chironomini.indet,56
RIF,normal-flow,10/08/2015,5,nf,Elmis.aenea,1
RIF,normal-flow,10/08/2015,5,nf,Empididae.indet,1
RIF,normal-flow,10/08/2015,5,nf,Gammarus.pulex,64
RIF,normal-flow,10/08/2015,5,nf,Hydracnidia.indet,1
RIF,normal-flow,10/08/2015,5,nf,Leuctra.fusca.digitata,52
RIF,normal-flow,10/08/2015,5,nf,Leuctra.hippopus,34
RIF,normal-flow,10/08/2015,5,nf,Nemoura.sp,6
RIF,normal-flow,10/08/2015,5,nf,Oligochaeta.indet,14
RIF,normal-flow,10/08/2015,5,nf,Orthocladiinae.indet,14
RIF,normal-flow,10/08/2015,5,nf,Simuliidae.indet,5
RIF,normal-flow,10/08/2015,5,nf,Tanypodinae.indet,3
RUN,normal-flow,10/08/2015,5,nf,Chironomini.indet,1
RUN,normal-flow,10/08/2015,5,nf,Dicranota.sp,1
RUN,normal-flow,10/08/2015,5,nf,Ecclisopteryx.dalecarlica,1
RUN,normal-flow,10/08/2015,5,nf,Elmis.aenea,1
RUN,normal-flow,10/08/2015,5,nf,Empididae.indet,2
RUN,normal-flow,10/08/2015,5,nf,Gammarus.pulex,100
RUN,normal-flow,10/08/2015,5,nf,Leuctra.hippopus,7
RUN,normal-flow,10/08/2015,5,nf,Oligochaeta.indet,1
RUN,normal-flow,10/08/2015,5,nf,Oreodytes.sanmarkii,1
RUN,normal-flow,10/08/2015,5,nf,Orthocladiinae.indet,1
RUN,normal-flow,10/08/2015,5,nf,Prodiamesa.olivacea,2
RUN,normal-flow,10/08/2015,5,nf,Tanypodinae.indet,2
RIF,normal-flow,10/08/2015,6,nf.np,Amphinemura.standfussi,2
RIF,normal-flow,10/08/2015,6,nf.np,Asellus.aquaticus,18
RIF,normal-flow,10/08/2015,6,nf.np,Baetis.rhodani,148
RIF,normal-flow,10/08/2015,6,nf.np,Chironomini.indet,72
RIF,normal-flow,10/08/2015,6,nf.np,Dicranota.sp,2
RIF,normal-flow,10/08/2015,6,nf.np,Dugesia.gonocephala,1
RIF,normal-flow,10/08/2015,6,nf.np,Serratella.ignita,2
RIF,normal-flow,10/08/2015,6,nf.np,Gammarus.pulex,177
RIF,normal-flow,10/08/2015,6,nf.np,Hydracnidia.indet,6
RIF,normal-flow,10/08/2015,6,nf.np,Hydropsyche.sp,1
RIF,normal-flow,10/08/2015,6,nf.np,Leuctra.fusca.digitata,58
RIF,normal-flow,10/08/2015,6,nf.np,Leuctra.hippopus,38
RIF,normal-flow,10/08/2015,6,nf.np,Nemoura.sp,8
RIF,normal-flow,10/08/2015,6,nf.np,Oligochaeta.indet,8
RIF,normal-flow,10/08/2015,6,nf.np,Orthocladiinae.indet,24
RIF,normal-flow,10/08/2015,6,nf.np,Potamophylax.latipennis,1
RIF,normal-flow,10/08/2015,6,nf.np,Prodiamesa.olivacea,2
RIF,normal-flow,10/08/2015,6,nf.np,Simuliidae.indet,3
RIF,normal-flow,10/08/2015,6,nf.np,Tanypodinae.indet,3
RUN,normal-flow,10/08/2015,6,nf.np,Baetis.rhodani,29
RUN,normal-flow,10/08/2015,6,nf.np,Chironomini.indet,2
RUN,normal-flow,10/08/2015,6,nf.np,Dicranota.sp,6
RUN,normal-flow,10/08/2015,6,nf.np,Ecclisopteryx.dalecarlica,1
RUN,normal-flow,10/08/2015,6,nf.np,Elmis.aenea,1
RUN,normal-flow,10/08/2015,6,nf.np,Gammarus.pulex,138
RUN,normal-flow,10/08/2015,6,nf.np,Leuctra.fusca.digitata,2
RUN,normal-flow,10/08/2015,6,nf.np,Nemoura.sp,3
RUN,normal-flow,10/08/2015,6,nf.np,Oligochaeta.indet,9
RUN,normal-flow,10/08/2015,6,nf.np,Oreodytes.sanmarkii,4
RUN,normal-flow,10/08/2015,6,nf.np,Orthocladiinae.indet,1
RUN,normal-flow,10/08/2015,6,nf.np,Pisidium.sp,2
RUN,normal-flow,10/08/2015,6,nf.np,Potamophylax.latipennis,1
RUN,normal-flow,10/08/2015,6,nf.np,Tanypodinae.indet,8
RIF,normal-flow,10/08/2015,7,nf,Amphinemura.standfussi,8
RIF,normal-flow,10/08/2015,7,nf,Asellus.aquaticus,6
RIF,normal-flow,10/08/2015,7,nf,Baetis.rhodani,120
RIF,normal-flow,10/08/2015,7,nf,Chironomini.indet,22
RIF,normal-flow,10/08/2015,7,nf,Dugesia.gonocephala,2
RIF,normal-flow,10/08/2015,7,nf,Elmis.aenea,1
RIF,normal-flow,10/08/2015,7,nf,Empididae.indet,3
RIF,normal-flow,10/08/2015,7,nf,Gammarus.pulex,89
RIF,normal-flow,10/08/2015,7,nf,Hydracnidia.indet,10
RIF,normal-flow,10/08/2015,7,nf,Leuctra.fusca.digitata,56
RIF,normal-flow,10/08/2015,7,nf,Leuctra.hippopus,81
RIF,normal-flow,10/08/2015,7,nf,Nemoura.sp,8
RIF,normal-flow,10/08/2015,7,nf,Oligochaeta.indet,19
RIF,normal-flow,10/08/2015,7,nf,Orthocladiinae.indet,13
RIF,normal-flow,10/08/2015,7,nf,Tanypodinae.indet,2
RIF,normal-flow,10/08/2015,7,nf,Tipulidae.sp,1
RUN,normal-flow,10/08/2015,7,nf,Asellus.aquaticus,1
RUN,normal-flow,10/08/2015,7,nf,Baetis.rhodani,49
RUN,normal-flow,10/08/2015,7,nf,Chironomini.indet,2
RUN,normal-flow,10/08/2015,7,nf,Dicranota.sp,1
RUN,normal-flow,10/08/2015,7,nf,Gammarus.pulex,260
RUN,normal-flow,10/08/2015,7,nf,Hydracnidia.indet,2
RUN,normal-flow,10/08/2015,7,nf,Nemoura.sp,1
RUN,normal-flow,10/08/2015,7,nf,Oligochaeta.indet,23
RUN,normal-flow,10/08/2015,7,nf,Orthocladiinae.indet,2
RUN,normal-flow,10/08/2015,7,nf,Pisidium.sp,1
RUN,normal-flow,10/08/2015,7,nf,Simuliidae.indet,1
RUN,normal-flow,10/08/2015,7,nf,Tanypodinae.indet,2
RIF,normal-flow,10/08/2015,8,nf.np,Amphinemura.standfussi,4
RIF,normal-flow,10/08/2015,8,nf.np,Asellus.aquaticus,1
RIF,normal-flow,10/08/2015,8,nf.np,Baetis.rhodani,142
RIF,normal-flow,10/08/2015,8,nf.np,Chironomini.indet,32
RIF,normal-flow,10/08/2015,8,nf.np,Dicranota.sp,1
RIF,normal-flow,10/08/2015,8,nf.np,Dugesia.gonocephala,1
RIF,normal-flow,10/08/2015,8,nf.np,Elmis.aenea,1
RIF,normal-flow,10/08/2015,8,nf.np,Gammarus.pulex,68
RIF,normal-flow,10/08/2015,8,nf.np,Hydracnidia.indet,1
RIF,normal-flow,10/08/2015,8,nf.np,Hydropsyche.sp,1
RIF,normal-flow,10/08/2015,8,nf.np,Leuctra.fusca.digitata,49
RIF,normal-flow,10/08/2015,8,nf.np,Leuctra.hippopus,27
RIF,normal-flow,10/08/2015,8,nf.np,Nemoura.sp,3
RIF,normal-flow,10/08/2015,8,nf.np,Oligochaeta.indet,2
RIF,normal-flow,10/08/2015,8,nf.np,Orthocladiinae.indet,4
RIF,normal-flow,10/08/2015,8,nf.np,Simuliidae.indet,1
RIF,normal-flow,10/08/2015,8,nf.np,Tanypodinae.indet,3
RUN,normal-flow,10/08/2015,8,nf.np,Baetis.rhodani,18
RUN,normal-flow,10/08/2015,8,nf.np,Dicranota.sp,2
RUN,normal-flow,10/08/2015,8,nf.np,Ecclisopteryx.dalecarlica,1
RUN,normal-flow,10/08/2015,8,nf.np,Gammarus.pulex,60
